
		Copies and Copyright-Notice

User is not entitled to change or erase data sets of the RegulonDB
database or to eliminate copyright notices from RegulonDB. Furthermore,
User is not entitled to expand RegulonDB or to integrate RegulonDB partly
or as a whole into other databank systems, without prior written consent
from CCG-UNAM.

Citation

User is committed to cite properly the use of RegulonDB. The current most
update publication concerning RegulonDB is:
Socorro Gama-Castro, Verónica Jiménez-Jacinto, Martin Peralta-Gil,
Alberto Santos-Zavaleta, Monica I. Peñaloza-Spindola, Bruno Contreras-Moreira,
Juan Segura-Salazar, Luis Muñiz-Rascado, Irma Martínez-Flores, Heladia Salgado,
César Bonavides-Martínez, Cei Abreu-Goodger, Carlos Rodriguez-Penagos, Juan Miranda-Rios,
Enrique Morett, Enrique Merino, Araceli M. Huerta, Luis Treviño-Quintanilla and Julio Collado-Vides.
"RegulonDB (Version 6.0): gene regulation model of Escherichia coli K-12 
beyond transcription, active (experimental) annotated promoters and textpresso navigation"
Nucleic Acids Research, 2008, vol 36.  D120-D124

Release: 6.3 Date: 30-JAN-09
_________________________________________________________________________________

Columns:
	(1) Gene identifier assigned by RegulonDB
	(2) Gene name 
	(3) Blattner number (bnumber) of the gene
	(4) Gene left end position in the genome
	(5) Gene right end position in the genome
	(6) DNA strand where the gene is coded
	(7) Product name of the gene
ECK120001661	yieE	b3712	3891892	3892653	forward	predicted phosphopantetheinyl transferase
ECK120001662	yieF	b3713	3892675	3893241	forward	chromate reductase monomer
ECK120001663	yieG	b3714	3893295	3894632	reverse	putative membrane / transport protein
ECK120001664	yieH	b3715	3894797	3895462	forward	6-phosphogluconate phosphatase
ECK120001665	cbrB	b3716	3895529	3895996	forward	predicted inner membrane protein
ECK120001666	cbrC	b3717	3896045	3896632	forward	conserved protein
ECK120001667	yieK	b3718	3896694	3897416	reverse	predicted 6-phosphogluconolactonase
ECK120001668	yieL	b3719	3897431	3898627	reverse	predicted xylanase
ECK120001333	bglH	b3720	3898627	3900243	reverse	carbohydrate-specific outer membrane porin, cryptic
ECK120000110	bglB	b3721	3900312	3901724	reverse	6-phospho-&beta;-glucosidase B; cryptic
ECK120000111	bglF	b3722	3901743	3903620	reverse	BglF
ECK120000112	bglG	b3723	3903754	3904590	reverse	BglG transcriptional antiterminator (monomer)
ECK120000726	phoU	b3724	3904876	3905601	reverse	PhoU phosphate transport system protein
ECK120000774	pstB	b3725	3905616	3906389	reverse	PstB
ECK120000773	pstA	b3726	3906572	3907462	reverse	PstA
ECK120000775	pstC	b3727	3907462	3908421	reverse	PstC
ECK120000725	pstS	b3728	3908508	3909548	reverse	PstS
ECK120000375	glmS	b3729	3909862	3911691	reverse	GlmS
ECK120001179	glmU	b3730	3911853	3913223	reverse	GlmU
ECK120000096	atpC	b3731	3913576	3913995	reverse	ATP synthase, F1 complex, &epsilon; subunit
ECK120000097	atpD	b3732	3914016	3915398	reverse	ATP synthase, F1 complex, &beta; subunit
ECK120000100	atpG	b3733	3915425	3916288	reverse	ATP synthase, F1 complex, &gamma; subunit
ECK120000094	atpA	b3734	3916339	3917880	reverse	ATP synthase, F1 complex, &alpha; subunit
ECK120000101	atpH	b3735	3917893	3918426	reverse	ATP synthase, F1 complex, &delta; subunit
ECK120000099	atpF	b3736	3918441	3918911	reverse	ATP synthase, F0 complex, b subunit
ECK120000098	atpE	b3737	3918973	3919212	reverse	ATP synthase, F0 complex, c subunit
ECK120000095	atpB	b3738	3919259	3920074	reverse	ATP synthase, F0 complex, a subunit
ECK120000102	atpI	b3739	3920083	3920463	reverse	AtpI
ECK120000369	gidB	b3740	3921080	3921703	reverse	16S rRNA m<sup>7</sup>G527 methyltransferase
ECK120000368	mnmG	b3741	3921767	3923656	reverse	protein involved in a tRNA modification pathway
ECK120001180	mioC	b3742	3924035	3924478	reverse	flavoprotein involved in biotin synthesis
ECK120000089	asnC	b3743	3924568	3925026	reverse	AsnC transcriptional dual regulator
ECK120000087	asnA	b3744	3925178	3926170	forward	AsnA
ECK120001669	viaA	b3745	3926175	3927626	reverse	stimulator of RavA ATPase activity
ECK120001670	ravA	b3746	3927620	3929116	reverse	regulatory ATPase
ECK120001495	kup	b3747	3929339	3931207	forward	Kup potassium transporter
ECK120000808	rbsD	b3748	3931374	3931793	forward	ribose pyranase
ECK120000805	rbsA	b3749	3931801	3933306	forward	RbsA
ECK120000807	rbsC	b3750	3933311	3934276	forward	RbsC
ECK120000806	rbsB	b3751	3934301	3935191	forward	RbsB
ECK120000809	rbsK	b3752	3935317	3936246	forward	ribokinase
ECK120000810	rbsR	b3753	3936250	3937242	forward	RbsR transcriptional repressor
ECK120001671	hsrA	b3754	3937208	3938635	reverse	HsrA drug MFS transporter
ECK120001672	yieP	b3755	3938658	3939350	reverse	predicted transcriptional regulator
ECK120002528	rrsC	b3756	3939831	3941372	forward	rrsC 16S ribosomal RNA
ECK120002475	gltU	b3757	3941458	3941533	forward	tRNA<SUP>gltU</SUP>
ECK120002521	rrlC	b3758	3941727	3944630	forward	rrlC 23S ribosomal RNA
ECK120002514	rrfC	b3759	3944723	3944842	forward	rrfC 5S ribosomal RNA
ECK120002466	aspT	b3760	3944895	3944971	forward	tRNA<SUP>aspT</SUP>
ECK120002547	trpT	b3761	3944980	3945055	forward	tRNA<SUP>trpT</SUP>
ECK120001412	hdfR	b4480	3945151	3945990	reverse	HdfR transcriptional repressor
ECK120001413	yifE	b3764	3946109	3946447	forward	conserved protein
ECK120001235	yifB	b3765	3946472	3948022	reverse	predicted ATP-dependent protease
ECK120001244	ilvL	b3766	3948345	3948443	forward	ilvGEDA operon leader peptide
ECK120004461	ilvG_1		3948583	3949566	forward	acetolactate synthase II, large subunit, N-ter fragment (pseudogene)
ECK120000491	ilvG_2		3949646	3950227	forward	acetolactate synthase II, large subunit, C-ter fragment (pseudogene)
ECK120000494	ilvM	b3769	3950224	3950487	forward	IlvM
ECK120000490	ilvE	b3770	3950507	3951436	forward	IlvE
ECK120000489	ilvD	b3771	3951501	3953351	forward	IlvD
ECK120000486	ilvA	b3772	3953354	3954898	forward	IlvA
ECK120000496	ilvY	b3773	3954950	3955843	reverse	IlvY DNA binding transcriptional dual regulator
ECK120000488	ilvC	b3774	3955993	3957468	forward	
ECK120002222	ppiC	b3775	3957555	3957836	reverse	peptidyl-prolyl cis-trans isomerase C (rotamase C)
ECK120004309	yifO	b3776	3958035	3958310	reverse	conserved protein
ECK120004310	yifN		3958265	3958483	reverse	conserved protein
ECK120000828	rep	b3778	3958700	3960721	forward	rep
ECK120000406	gpp	b3779	3960768	3962252	reverse	Gpp
ECK120000835	rhlB	b3780	3962388	3963653	reverse	
ECK120001020	trxA	b3781	3963784	3964113	forward	thioredoxin 1
ECK120002284	rhoL	b3782	3964254	3964355	forward	rho operon leader peptide
ECK120000836	rho	b3783	3964440	3965699	forward	transcription termination factor Rho monomer;  polarity suppressor
ECK120000831	rfe	b3784	3965939	3967042	forward	undecaprenyl-phosphate &alpha;-N-acetylglucosaminyl transferase
ECK120001268	wzzE	b3785	3967054	3968100	forward	Enterobacterial Common Antigen (ECA) polysaccharide chain length modulation protein
ECK120001414	rffE	b3786	3968156	3969286	forward	UDP-N-acetylglucosamine-2-epimerase
ECK120001415	rffD	b3787	3969283	3970545	forward	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase
ECK120001416	rffG	b3788	3970545	3971612	forward	dTDP-glucose 4,6-dehydratase 2
ECK120001417	rffH	b3789	3971631	3972512	forward	dTDP-glucose pyrophosphorylase 2
ECK120001418	rffC	b3790	3972619	3973164	forward	dTDP-fucosamine acetyltransferase
ECK120001419	rffA	b3791	3973169	3974299	forward	dTDP-4-oxo-6-deoxy-D-glucose transaminase
ECK120001442	wzxE	b3792	3974301	3975551	forward	lipid III flippase
ECK120004311	rffT	b4481	3975548	3976627	forward	4-acetamido-4,6-dideoxy-D-galactose transferase
ECK120001420	wzyE	b3793	3976624	3977976	forward	predicted Wzy protein involved in ECA polysaccharide chain elongation
ECK120001421	rffM	b3794	3977979	3978719	forward	UDP-N-acetyl-D-mannosaminuronic acid transferase
ECK120001422	yifK	b3795	3978910	3980295	forward	YifK APC transporter
ECK120002460	argX	b3796	3980398	3980474	forward	tRNA<SUP>argX</SUP>
ECK120002484	hisR	b3797	3980532	3980608	forward	tRNA<SUP>hisR</SUP>
ECK120002491	leuT	b3798	3980629	3980715	forward	tRNA<SUP>leuT</SUP>
ECK120002510	proM	b3799	3980758	3980834	forward	tRNA<SUP>proM</SUP>
ECK120000086	aslB	b3800	3980981	3982216	forward	predicted anaerobic sulfatase maturation enzyme
ECK120000085	aslA	b3801	3982375	3984030	reverse	arylsulfatase
ECK120002585	glmZ	b4456	3984455	3984626	forward	GlmZ small RNA
ECK120000427	hemY	b3802	3984709	3985905	reverse	predicted protoheme IX synthesis protein
ECK120000426	hemX	b3803	3985908	3987089	reverse	conserved protein
ECK120000423	hemD	b3804	3987111	3987851	reverse	uroporphyrinogen III synthase
ECK120000422	hemC	b3805	3987848	3988789	reverse	hydroxymethylbilane synthase
ECK120000166	cyaA	b3806	3989176	3991722	forward	adenylate cyclase
ECK120001597	cyaY	b3807	3991762	3992082	reverse	frataxin, iron-binding and oxidizing protein
ECK120004312	yzcX	b3808	3991873	3992358	forward	predicted protein
ECK120016323	yifL	b4558	3992545	3992748	forward	predicted lipoprotein
ECK120000203	dapF	b3809	3992785	3993609	forward	diaminopimelate epimerase
ECK120001181	yigA	b3810	3993606	3994313	forward	conserved protein
ECK120001058	xerC	b3811	3994310	3995206	forward	site-specific recombinase, acts on cer sequence of ColE1,  effects chromosome segregation at cell division
ECK120001182	yigB	b3812	3995206	3995922	forward	FMN phosphatase
ECK120001053	uvrD	b3813	3996006	3998168	forward	DNA-dependent ATPase I and helicase II
ECK120001424	yigE	b4482	3998315	3999079	reverse	predicted protein
ECK120001425	corA	b3816	3999449	4000399	forward	CorA magnesium ion MIT transporter
ECK120001426	yigF	b3817	4000442	4000822	reverse	conserved inner membrane protein
ECK120001427	yigG	b3818	4000836	4001216	reverse	inner membrane protein
ECK120001428	rarD	b3819	4001311	4002201	reverse	predicted chloramphenicol resistance permease
ECK120001429	yigI	b3820	4002253	4002720	reverse	conserved protein
ECK120000729	pldA	b3821	4002885	4003754	forward	phospholipase A1
ECK120000824	recQ	b3822	4003887	4005716	forward	ATP-dependent DNA helicase
ECK120001430	rhtC	b3823	4005780	4006400	forward	RhtC threonine Rht Transporter
ECK120001431	rhtB	b3824	4006462	4007082	reverse	RhtB homoserine Rht Transporter
ECK120000730	pldB	b3825	4007193	4008215	forward	lysophospholipase L(2)
ECK120001432	yigL	b3826	4008223	4009023	forward	sugar phosphatase
ECK120001433	yigM	b3827	4009099	4009998	forward	predicted inner membrane protein
ECK120000584	metR	b3828	4009886	4010839	reverse	MetR transcriptional dual regulator
ECK120000577	metE	b3829	4011076	4013337	forward	Cobalamin-independent homocysteine transmethylase
ECK120004313	ysgA	b3830	4013377	4014192	reverse	predicted hydrolase
ECK120001034	udp	b3831	4014454	4015215	forward	Udp
ECK120001434	rmuC	b3832	4015356	4016783	forward	recombination limiting protein
ECK120001435	ubiE	b3833	4016878	4017633	forward	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase
ECK120001436	yigP	b3834	4017647	4018252	forward	conserved protein
ECK120001437	ubiB	b3835	4018249	4019889	forward	2-octaprenylphenol hydroxylase
ECK120004314	tatA	b3836	4019968	4020237	forward	TatA
ECK120004315	tatB	b3838	4020241	4020756	forward	TatB
ECK120001438	tatC	b3839	4020759	4021535	forward	TatC
ECK120001439	tatD	b4483	4021577	4022359	forward	magnesium-dependent DNase
ECK120000830	rfaH	b3842	4022356	4022844	reverse	RfaH transcriptional antiterminator
ECK120001363	ubiD	b3843	4023011	4024504	forward	3-octaprenyl-4-hydroxybenzoate carboxy-lyase monomer
ECK120000328	fre	b3844	4024550	4025251	forward	FMN reductase
ECK120000272	fadA	b3845	4025632	4026795	reverse	3-ketoacyl-CoA thiolase
ECK120000273	fadB	b3846	4026805	4028994	reverse	dodecenoyl-CoA &delta;-isomerase, enoyl-CoA hydratase, 3-hydroxybutyryl-CoA epimerase, 3-hydroxyacyl-CoA dehydrogenase
ECK120000690	pepQ	b3847	4029184	4030515	forward	proline dipeptidase
ECK120001440	yigZ	b3848	4030515	4031129	forward	predicted elongation factor
ECK120001010	trkH	b3849	4031168	4032619	forward	TrkH potassium ion Trk Transporter
ECK120001441	hemG	b3850	4032631	4033176	forward	protoporphyrinogen oxidase
ECK120002526	rrsA	b3851	4033554	4035095	forward	16S ribosomal RNA (rrsA)
ECK120002485	ileT	b3852	4035164	4035240	forward	tRNA<SUP>ileT</SUP>
ECK120002451	alaT	b3853	4035283	4035358	forward	tRNA<SUP>alaT</SUP>
ECK120002519	rrlA	b3854	4035542	4038446	forward	23S ribosomal RNA (rrlA)
ECK120002512	rrfA	b3855	4038540	4038659	forward	5S ribosomal RNA (rrfA)
ECK120001760	mobB	b3856	4038929	4039456	reverse	molybdopterin-guanine dinucleotide biosynthesis protein B
ECK120001761	mobA	b3857	4039438	4040022	reverse	molybdopterin guanine dinucleotide synthase
ECK120001762	yihD	b3858	4040092	4040361	forward	conserved protein
ECK120001763	rdoA	b3859	4040438	4041424	forward	serine/threonine protein kinase
ECK120001270	dsbA	b3860	4041441	4042067	forward	disulfide oxidoreductase
ECK120001764	yihF	b3861	4042222	4043652	forward	putative GTP-binding protein
ECK120001765	yihG	b3862	4043693	4044625	reverse	predicted endonuclease
ECK120000737	polA	b3863	4044989	4047775	forward	DNA polymerase I, 3' --> 5' polymerase, 5' --> 3'  and 3' --> 5' exonuclease
ECK120002540	spf	b3864	4047922	4048030	forward	Spf RNA
ECK120001183	yihA	b3865	4048156	4048752	reverse	cell division protein; predicted checkpoint GTPase
ECK120002586	csrC	b4457	4049059	4049303	forward	RNA inhibitor of CsrA
ECK120001766	yihI	b3866	4049370	4049879	forward	conserved protein
ECK120001767	hemN	b3867	4050068	4051441	forward	anaerobic coproporphyrinogen III oxidase
ECK120000378	glnG	b3868	4051892	4053301	reverse	NtrC transcriptional dual regulator
ECK120000380	glnL	b3869	4053313	4054362	reverse	NtrB
ECK120000376	glnA	b3870	4054648	4056057	reverse	GlnA
ECK120001768	typA	b3871	4056430	4058253	forward	protein possibly involved in LPS biosynthesis and host colonization
ECK120001769	yihL	b3872	4058470	4059180	forward	YihL putative transcriptional regulator
ECK120001770	yihM	b3873	4059188	4060168	forward	conserved protein
ECK120001771	yihN	b3874	4060270	4061535	forward	YihN  MFS transporter
ECK120004316	ompL	b3875	4061626	4062318	reverse	predicted outer membrane porin L
ECK120001772	yihO	b3876	4062386	4063789	reverse	YihO GPH transporter
ECK120001773	yihP	b3877	4063832	4065238	reverse	YihP GPH transporter
ECK120001774	yihQ	b3878	4065263	4067299	reverse	&alpha;-glycosidase
ECK120001775	yihR	b3879	4067498	4068424	reverse	predicted aldose-1-epimerase
ECK120001776	yihS	b3880	4068538	4069779	reverse	mannose isomerase
ECK120001777	yihT	b3881	4069796	4070674	reverse	predicted aldolase
ECK120001778	yihU	b3882	4070698	4071594	reverse	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain
ECK120001779	yihV	b3883	4071762	4072658	forward	predicted sugar kinase
ECK120001780	yihW	b3884	4072692	4073477	forward	predicted DNA-binding transcriptional regulator
ECK120001781	yihX	b3885	4073576	4074175	forward	&alpha;-D-glucose-1-phosphatase
ECK120001782	yihY	b3886	4074169	4075041	forward	predicted inner membrane protein
ECK120001783	dtd	b3887	4075038	4075475	forward	D-Tyr-tRNA<sup>Tyr</sup> deacylase
ECK120001784	yiiD	b3888	4075472	4076461	forward	predicted acetyltransferase
ECK120001785	yiiE	b3889	4077314	4077532	forward	predicted transcriptional regulator
ECK120001786	yiiF	b3890	4077774	4077992	forward	conserved protein
ECK120000278	fdhE	b3891	4078322	4079251	reverse	protein that affects formate dehydrogenase-N activity
ECK120001787	fdoI	b3892	4079248	4079883	reverse	formate dehydrogenase-O, &gamma; subunit
ECK120001788	fdoH	b3893	4079880	4080782	reverse	formate dehydrogenase-O, &beta; subunit
ECK120001789	fdoG	b3894	4080795	4083845	reverse	formate dehydrogenase-O, &alpha; subunit
ECK120001790	fdhD	b3895	4084039	4084872	forward	affects formate dehydrogenase-N
ECK120001791	yiiG	b3896	4085025	4086080	forward	conserved protein
ECK120001792	frvR	b3897	4086130	4087878	reverse	FrvR predicted transcriptional regulator
ECK120001793	frvX	b3898	4087878	4088948	reverse	frv operon protein
ECK120001794	frvB	b3899	4088938	4090389	reverse	FrvB
ECK120001795	frvA	b3900	4090400	4090846	reverse	FrvA
ECK120001796	rhaM	b3901	4091147	4091461	reverse	L-rhamnose mutarotase
ECK120001797	rhaD	b3902	4091471	4092295	reverse	rhamnulose-1-phosphate aldolase monomer
ECK120001798	rhaA	b3903	4092746	4094005	reverse	L-rhamnose isomerase
ECK120001799	rhaB	b3904	4094002	4095471	reverse	L-rhamnulose kinase
ECK120000834	rhaS	b3905	4095759	4096595	forward	RhaS
ECK120000833	rhaR	b3906	4096669	4097517	forward	RhaR transcriptional activator
ECK120001284	rhaT	b3907	4097514	4098548	reverse	rhamnose RhaT transporter
ECK120000942	sodA	b3908	4098833	4099453	forward	SodA
ECK120001800	kdgT	b3909	4099713	4100696	forward	2-dehydro-3-deoxy-D-gluconate transporter
ECK120001801	yiiM	b3910	4100845	4101519	forward	protein involved in base analog detoxification
ECK120000159	cpxA	b3911	4101625	4102998	reverse	CpxA
ECK120000017	cpxR	b3912	4102995	4103693	reverse	CpxR transcriptional dual regulator
ECK120004317	cpxP	b4484	4103843	4104343	forward	regulator of the Cpx response and possible chaperone involved in resistance to extracytoplasmic stress
ECK120001803	fieF	b3915	4104492	4105394	forward	YiiP
ECK120000691	pfkA	b3916	4105575	4106537	forward	6-phosphofructokinase-1 monomer
ECK120000918	sbp	b3917	4106857	4107846	forward	Sbp
ECK120000134	cdh	b3918	4107953	4108708	forward	CDP-diglyceride hydrolase/CDP-diacylglycerol pyrophosphatase
ECK120001004	tpiA	b3919	4108763	4109530	reverse	triose phosphate isomerase monomer
ECK120001804	yiiQ	b3920	4109638	4110237	reverse	conserved protein
ECK120001805	yiiR	b3921	4110338	4110778	forward	conserved inner membrane protein
ECK120001806	yiiS	b3922	4110990	4111289	forward	conserved protein
ECK120001807	uspD	b3923	4111316	4111744	forward	stress protein involved in resistance to UV irradiation
ECK120000621	fpr	b3924	4111749	4112495	reverse	flavodoxin NADP<sup>+</sup> reductase
ECK120001472	glpX	b3925	4112592	4113602	reverse	
ECK120000391	glpK	b3926	4113737	4115245	reverse	GlpK
ECK120000389	glpF	b3927	4115268	4116113	reverse	GlpF
ECK120001808	zapB	b3928	4116538	4116783	forward	cell division factor ZapB
ECK120001809	rraA	b3929	4116868	4117353	reverse	ribonuclease E inhibitor protein
ECK120001810	menA	b3930	4117446	4118372	reverse	1,4-dihydroxy-2-naphthoate octaprenyltransferase
ECK120001811	hslU	b3931	4118439	4119770	reverse	ATPase component of the HslVU protease
ECK120001619	hslV	b3932	4119780	4120310	reverse	peptidase component of the HslVU protease
ECK120001483	ftsN	b3933	4120403	4121362	reverse	essential cell division protein FtsN
ECK120000194	cytR	b3934	4121454	4122479	reverse	CytR transcriptional dual regulator
ECK120000754	priA	b3935	4122635	4124833	reverse	primosome factor N'
ECK120000880	rpmE	b3936	4125036	4125248	forward	50S ribosomal subunit protein L31
ECK120001812	yiiX	b3937	4125309	4125917	reverse	conserved hypothetical protein of the NlpC/P60 peptidase superfamily
ECK120000581	metJ	b3938	4126101	4126418	reverse	MetJ transcriptional repressor
ECK120000575	metB	b3939	4126695	4127855	forward	MetB
ECK120000583	metL	b3940	4127858	4130290	forward	MetL
ECK120000578	metF	b3941	4130639	4131529	forward	MetF
ECK120000504	katG	b3942	4131858	4134038	forward	KatG
ECK120001831	yijE	b3943	4134131	4135036	forward	predicted permease
ECK120001832	yijF	b3944	4135063	4135680	reverse	conserved protein
ECK120001833	gldA	b3945	4135955	4137058	reverse	GldA
ECK120001834	fsaB	b3946	4137069	4137731	reverse	fructose 6-phosphate aldolase 2
ECK120001835	ptsA	b3947	4137743	4140244	reverse	PEP-protein phosphotransferase system enzyme I
ECK120001836	frwC	b3949	4140553	4141632	forward	FrwC
ECK120001837	frwB	b3950	4141647	4141967	forward	FrwB
ECK120001838	pflD	b3951	4142018	4144315	forward	formate acetyltransferase 2
ECK120001839	pflC	b3952	4144281	4145159	forward	probable pyruvate formate lyase 2 activating enzyme
ECK120001840	frwD	b3953	4145161	4145502	forward	PTS system fructose-like IIB component 2
ECK120001841	yijO	b3954	4145489	4146340	reverse	predicted DNA-binding transcriptional regulator
ECK120001842	yijP	b3955	4146555	4148288	reverse	conserved inner membrane protein
ECK120000747	ppc	b3956	4148470	4151121	reverse	Ppc
ECK120001259	argE	b3957	4151719	4152870	reverse	ArgE
ECK120000061	argC	b3958	4153024	4154028	forward	N-acetylglutamylphosphate reductase
ECK120000060	argB	b3959	4154039	4154812	forward	acetylglutamate kinase monomer
ECK120001201	argH	b3960	4154873	4156246	forward	argininosuccinate lyase
ECK120002558	oxyS	b4458	4156308	4156417	reverse	OxyS RNA; oxidative stress regulator
ECK120000674	oxyR	b3961	4156513	4157430	forward	OxyR transcriptional dual regulator
ECK120001392	sthA	b3962	4157413	4158813	reverse	SthA
ECK120001361	fabR	b3963	4159090	4159794	forward	FabR transcriptional dual regulator
ECK120001362	yijD	b3964	4159794	4160153	forward	conserved inner membrane protein
ECK120001011	trmA	b3965	4160193	4161293	reverse	tRNA(m<sup>5</sup>U54)methyltransferase
ECK120000122	btuB	b3966	4161662	4163506	forward	outer membrane receptor for transport of vitamin B12, E colicins, and bacteriophage BF23
ECK120001184	murI	b3967	4163451	4164308	forward	MurI
ECK120002527	rrsB	b3968	4164682	4166223	forward	rrsB 16S ribosomal RNA
ECK120002474	gltT	b3969	4166395	4166470	forward	tRNA<SUP>gltT</SUP>
ECK120002520	rrlB	b3970	4166664	4169567	forward	rrlB 23S ribosomal RNA
ECK120002513	rrfB	b3971	4169660	4169779	forward	rrfB 5S ribosomal RNA
ECK120001185	murB	b3972	4170080	4171108	forward	UDP-<i>N</i>-acetylenolpyruvoylglucosamine reductase
ECK120000119	birA	b3973	4171105	4172070	forward	bifunctional biotin-[acetyl-CoA-carboxylase] ligase and transcriptional repressor
ECK120000913	coaA	b3974	4172099	4173049	reverse	pantothenate kinase monomer
ECK120004318	Phantom Gene		4173236	4173391	reverse	
ECK120002544	thrU	b3976	4173411	4173486	forward	tRNA<SUP>thrU</SUP>
ECK120002549	tyrU	b3977	4173495	4173579	forward	tRNA<SUP>tyrU</SUP>
ECK120002478	glyT	b3978	4173696	4173770	forward	tRNA<SUP>glyT</SUP>
ECK120002543	thrT	b3979	4173777	4173852	forward	tRNA<SUP>thrT</SUP>
ECK120001026	tufB	b3980	4173967	4175151	forward	elongation factor Tu
ECK120000928	secE	b3981	4175381	4175764	forward	SecE
ECK120000660	nusG	b3982	4175766	4176311	forward	transcription termination factor NusG
ECK120000863	rplK	b3983	4176470	4176898	forward	50S ribosomal subunit protein L11
ECK120000855	rplA	b3984	4176902	4177606	forward	50S ribosomal subunit protein L1
ECK120000862	rplJ	b3985	4178019	4178516	forward	50S ribosomal subunit protein L10
ECK120000864	rplL	b3986	4178583	4178948	forward	50S ribosomal subunit protein L12
ECK120000885	rpoB	b3987	4179268	4183296	forward	RNA polymerase, &beta; subunit
ECK120000886	rpoC	b3988	4183373	4187596	forward	RNA polymerase, &beta;' subunit
ECK120001393	yjaZ	b3989	4187809	4188348	forward	conserved protein
ECK120002647	sroH		4188350	4188510	reverse	SroH small RNA
ECK120001539	thiH	b3990	4188758	4189891	reverse	
ECK120001538	thiG	b3991	4189888	4190658	reverse	
ECK120002671	thiS	b4407	4190660	4190860	reverse	ThiS protein
ECK120001537	thiF	b3992	4190844	4191599	reverse	thiamin (thiazole moiety) biosynthesis protein
ECK120001536	thiE	b3993	4191592	4192227	reverse	thiamine phosphate synthase
ECK120001535	thiC	b3994	4192227	4194122	reverse	thiamin biosynthesis protein ThiC
ECK120001677	rsd	b3995	4194355	4194831	reverse	stationary phase protein, binds sigma 70 RNA polymerase subunit
ECK120001645	nudC	b3996	4194926	4195699	forward	NADH pyrophosphatase
ECK120001497	hemE	b3997	4195739	4196803	forward	uroporphyrinogen decarboxylase
ECK120001843	nfi	b3998	4196813	4197484	forward	endonuclease V  (deoxyinosine 3'-endonuclease)
ECK120001844	yjaG	b3999	4197527	4198117	forward	conserved protein
ECK120000459	hupA	b4000	4198304	4198576	forward	Transcriptional dual regulator  HU-&alpha; (HU-2)
ECK120001845	yjaH	b4001	4198589	4199284	forward	conserved protein
ECK120001846	zraP	b4002	4199286	4199711	reverse	zinc homeostasis protein
ECK120000007	zraS	b4003	4199949	4201346	forward	ZraS
ECK120000475	zraR	b4004	4201343	4202668	forward	ZraR transcriptional activator
ECK120000783	purD	b4005	4202665	4203954	reverse	phosphoribosylamine-glycine ligase
ECK120000786	purH	b4006	4203966	4205555	reverse	AICAR transformylase/IMP cyclohydrolase
ECK120002530	rrsE	b4007	4206170	4207711	forward	rrsE 16S ribosomal RNA
ECK120002476	gltV	b4008	4207797	4207872	forward	tRNA<SUP>gltV</SUP>
ECK120002523	rrlE	b4009	4208066	4210969	forward	rrlE 23S ribosomal RNA
ECK120002516	rrfE	b4010	4211063	4211182	forward	rrfE 5S ribosomal RNA
ECK120001186	yjaA	b4011	4211257	4211640	forward	conserved protein
ECK120001187	yjaB	b4012	4211703	4212146	reverse	predicted acetyltransferase
ECK120000574	metA	b4013	4212303	4213232	forward	MetA
ECK120000020	aceB	b4014	4213501	4215102	forward	malate synthase A
ECK120000019	aceA	b4015	4215132	4216436	forward	isocitrate lyase monomer
ECK120000023	aceK	b4016	4216619	4218355	forward	AceK
ECK120001188	arpA	b4017	4218324	4220510	reverse	regulator of acetyl CoA synthetase
ECK120000484	iclR	b4018	4220827	4221651	reverse	IclR transcriptional repressor
ECK120000580	metH	b4019	4221851	4225534	forward	Cobalamin-dependent homocysteine transmethylase
ECK120001847	yjbB	b4020	4225754	4227385	forward	predicted transporter
ECK120001848	pepE	b4021	4227476	4228165	reverse	peptidase E, a dipeptidase where amino-terminal residue is aspartate
ECK120001849	rluF	b4022	4228377	4229249	forward	23S rRNA pseudouridine synthase
ECK120001850	pagB	b4023	4229382	4229654	reverse	conserved protein
ECK120000543	lysC	b4024	4229907	4231256	reverse	LysC
ECK120000694	pgi	b4025	4231781	4233430	forward	phosphoglucose isomerase
ECK120001851	yjbE	b4026	4233929	4234171	forward	predicted protein
ECK120001852	yjbF	b4027	4234285	4234923	forward	predicted lipoprotein
ECK120001853	yjbG	b4028	4234920	4235657	forward	conserved protein
ECK120001854	yjbH	b4029	4235657	4237753	forward	predicted porin
ECK120030089	yjbT	b4620	4237800	4238078	reverse	hypothetical protein
ECK120001189	psiE	b4030	4238348	4238758	forward	predicted phosphate starvation-inducible protein
ECK120001065	xylE	b4031	4238802	4240277	reverse	XylE xylose MFS transporter
ECK120000549	malG	b4032	4240649	4241539	reverse	MalG
ECK120000548	malF	b4033	4241554	4243098	reverse	MalF
ECK120000547	malE	b4034	4243252	4244442	reverse	MalE
ECK120000551	malK	b4035	4244807	4245922	forward	MalK
ECK120000521	lamB	b4036	4245994	4247334	forward	LamB
ECK120000552	malM	b4037	4247577	4248497	forward	maltose regulon periplasmic protein
ECK120001855	yjbI	b4038	4248978	4250306	forward	conserved protein
ECK120001337	ubiC	b4039	4250529	4251026	forward	chorismate lyase
ECK120001338	ubiA	b4040	4251039	4251911	forward	4-hydroxybenzoate octaprenyltransferase
